study_hours,attendance,sleep_hours,internet_usage,assignments_completed,previous_score,exam_score,placement_status
2,40,7,10,10,43.96,48.04,Not Placed
5,56,9,9,2,74.64,67.12,Not Placed
4,43,9,1,0,35.85,50.26,Not Placed
2,54,6,6,4,81.16,68.04,Not Placed
5,77,4,4,1,55.69,55.21,Not Placed
2,71,9,2,2,51.32,62.69,Not Placed
2,97,5,9,4,45.72,58.85,Not Placed
5,50,4,10,10,40.88,58.35,Not Placed
6,59,4,4,0,48.94,40.04,Not Placed
1,58,7,5,9,50.52,69.81,Not Placed
2,74,4,3,1,63.52,53.87,Not Placed
2,68,7,7,10,36.87,63.96,Not Placed
7,50,7,5,1,44.1,61.88,Not Placed
2,41,4,4,10,86.73,70.0,Not Placed
2,40,8,7,5,38.78,53.05,Not Placed
2,55,7,10,4,57.89,54.4,Not Placed
6,49,5,4,2,75.6,58.91,Not Placed
1,50,7,8,5,41.34,55.37,Not Placed
4,82,4,2,5,61.38,63.94,Not Placed
3,46,9,10,0,42.12,43.55,Not Placed
4,41,6,2,1,36.08,55.79,Not Placed
1,89,5,2,10,35.0,60.97,Not Placed
3,91,4,5,0,54.13,66.02,Not Placed
2,76,7,6,5,67.38,56.97,Not Placed
6,90,5,10,0,44.67,59.27,Not Placed
3,46,5,7,4,49.53,49.32,Not Placed
1,90,8,3,5,37.06,60.62,Not Placed
1,58,7,5,5,60.38,68.1,Not Placed
2,65,4,10,6,57.54,58.37,Not Placed
4,40,4,6,8,80.46,61.78,Not Placed
2,59,4,10,6,83.43,51.14,Not Placed
4,41,9,1,0,36.29,50.59,Not Placed
2,56,4,7,3,94.56,66.55,Not Placed
1,51,4,9,2,77.43,64.12,Not Placed
1,43,7,7,10,62.08,70.0,Not Placed
2,99,4,9,10,38.38,67.89,Not Placed
1,41,7,1,3,94.37,59.82,Not Placed
2,85,5,10,1,82.03,54.11,Not Placed
5,54,4,6,9,58.34,69.11,Not Placed
5,43,4,3,1,47.08,53.13,Not Placed
3,72,5,4,3,67.75,60.31,Not Placed
2,84,5,5,10,53.31,65.89,Not Placed
1,91,6,8,4,43.69,56.22,Not Placed
2,67,5,9,3,68.76,66.67,Not Placed
6,50,4,3,10,52.35,67.35,Not Placed
3,44,6,10,9,37.96,65.0,Not Placed
7,58,8,9,10,48.47,66.27,Not Placed
1,80,8,10,10,38.03,69.43,Not Placed
3,46,7,1,10,45.56,68.95,Not Placed
4,45,7,8,5,71.32,38.97,Not Placed
4,95,9,10,1,86.57,61.37,Not Placed
2,72,6,3,4,70.4,66.01,Not Placed
2,78,8,6,5,39.28,62.48,Not Placed
1,78,8,2,10,55.76,60.04,Not Placed
5,42,6,8,1,41.11,64.36,Not Placed
2,49,4,10,10,38.83,57.83,Not Placed
1,83,6,7,10,36.56,59.98,Not Placed
2,69,9,9,5,44.92,59.81,Not Placed
5,44,4,8,10,35.85,56.13,Not Placed
1,43,8,6,2,82.87,60.7,Not Placed
3,44,7,1,10,46.66,68.27,Not Placed
3,73,7,10,3,35.0,61.48,Not Placed
1,65,9,10,10,35.56,45.85,Not Placed
2,100,4,4,5,55.64,65.87,Not Placed
1,74,7,5,10,41.54,53.39,Not Placed
7,63,7,9,7,38.27,69.74,Not Placed
1,42,9,10,2,42.96,44.04,Not Placed
2,43,8,7,4,68.18,63.37,Not Placed
1,57,8,1,3,60.29,42.93,Not Placed
5,75,4,9,1,60.85,62.52,Not Placed
6,45,9,5,2,35.27,53.71,Not Placed
2,63,9,1,6,72.34,69.02,Not Placed
4,77,6,7,6,49.62,66.44,Not Placed
1,49,4,5,10,58.03,68.1,Not Placed
1,69,4,4,10,61.28,61.56,Not Placed
7,49,7,10,5,43.81,65.08,Not Placed
8,63,4,5,1,40.43,64.7,Not Placed
3,49,4,8,10,43.56,55.84,Not Placed
2,86,7,3,0,55.37,64.54,Not Placed
3,61,5,3,1,52.13,52.39,Not Placed
4,47,4,6,7,38.08,66.13,Not Placed
5,52,5,8,10,47.35,68.6,Not Placed
9,63,6,5,2,60.86,63.22,Not Placed
4,81,5,1,0,74.16,62.67,Not Placed
2,86,5,10,10,70.65,68.2,Not Placed
1,78,5,5,6,39.23,50.94,Not Placed
10,55,6,6,0,58.71,60.64,Not Placed
4,68,4,7,3,70.46,59.03,Not Placed
2,41,4,9,10,86.59,53.41,Not Placed
1,57,7,5,3,46.89,47.57,Not Placed
2,78,9,8,7,49.1,45.96,Not Placed
3,43,5,8,8,61.48,38.45,Not Placed
1,57,7,3,6,38.89,32.07,Not Placed
2,70,7,10,4,85.52,61.98,Not Placed
2,48,4,9,2,77.06,45.15,Not Placed
1,63,9,10,9,43.14,54.54,Not Placed
2,62,6,2,9,37.21,42.9,Not Placed
1,96,5,10,7,77.61,65.3,Not Placed
2,69,9,8,10,36.84,62.6,Not Placed
4,51,8,10,0,41.36,53.49,Not Placed
4,75,8,7,7,66.26,67.82,Not Placed
3,42,4,4,2,68.38,42.9,Not Placed
5,49,8,8,1,43.6,45.51,Not Placed
2,80,7,10,8,36.92,59.94,Not Placed
1,47,4,5,5,94.44,65.91,Not Placed
1,87,5,1,4,50.5,66.44,Not Placed
1,57,6,3,3,75.84,63.59,Not Placed
6,58,4,10,0,35.0,58.07,Not Placed
1,82,6,5,3,50.19,48.12,Not Placed
2,48,4,8,0,67.01,45.03,Not Placed
4,67,4,2,3,52.01,62.93,Not Placed
6,70,6,8,1,53.39,65.95,Not Placed
1,53,5,4,9,37.11,67.72,Not Placed
1,76,7,10,4,43.37,58.64,Not Placed
1,70,6,10,10,75.59,54.7,Not Placed
3,74,5,10,4,79.36,62.12,Not Placed
2,54,5,10,2,88.23,50.58,Not Placed
9,54,6,10,10,58.48,66.61,Not Placed
2,60,7,10,5,54.37,44.93,Not Placed
4,50,5,10,2,68.05,50.46,Not Placed
6,44,6,5,0,59.52,64.01,Not Placed
2,52,7,4,0,55.36,55.18,Not Placed
10,53,4,4,1,39.13,59.43,Not Placed
4,52,6,9,7,44.57,54.99,Not Placed
2,48,4,6,10,39.24,52.07,Not Placed
2,63,9,4,5,49.55,63.27,Not Placed
3,99,6,5,5,47.49,69.34,Not Placed
7,54,4,10,0,73.32,58.83,Not Placed
1,65,9,8,10,60.18,69.55,Not Placed
1,89,4,10,9,73.95,63.63,Not Placed
4,40,4,6,8,78.77,61.91,Not Placed
4,56,6,10,8,62.07,59.99,Not Placed
1,89,4,10,9,73.28,62.98,Not Placed
5,58,9,10,8,92.71,66.49,Not Placed
3,40,5,4,9,35.0,59.71,Not Placed
6,80,5,6,3,54.78,69.93,Not Placed
2,42,4,4,10,87.03,69.49,Not Placed
2,99,9,2,0,40.53,51.51,Not Placed
1,89,4,3,3,53.85,65.78,Not Placed
7,43,8,10,4,66.67,62.31,Not Placed
1,94,9,10,10,47.85,63.12,Not Placed
2,61,5,2,10,48.06,60.48,Not Placed
4,53,7,10,1,63.45,61.17,Not Placed
4,56,6,10,8,62.19,60.43,Not Placed
1,73,5,5,7,63.31,49.63,Not Placed
6,43,7,8,7,47.61,67.54,Not Placed
1,61,4,3,10,61.1,67.15,Not Placed
2,64,6,10,10,67.66,49.04,Not Placed
3,43,4,10,10,67.37,68.91,Not Placed
7,66,5,10,6,35.0,58.52,Not Placed
9,52,5,10,9,36.95,67.42,Not Placed
2,47,7,4,2,37.69,41.05,Not Placed
1,72,7,10,5,36.31,38.1,Not Placed
6,93,5,10,0,46.14,59.02,Not Placed
5,46,6,4,3,67.34,61.24,Not Placed
1,69,7,4,5,37.71,52.52,Not Placed
1,59,8,4,3,40.46,40.98,Not Placed
4,48,6,9,1,47.69,56.57,Not Placed
8,43,5,10,7,59.4,55.17,Not Placed
5,70,7,10,8,48.8,69.22,Not Placed
1,42,5,9,10,46.75,35.95,Not Placed
1,48,4,9,10,71.31,53.17,Not Placed
3,59,7,1,4,49.27,44.98,Not Placed
1,87,5,6,10,55.29,67.64,Not Placed
1,86,9,10,5,92.34,66.6,Not Placed
4,49,4,5,4,70.48,65.19,Not Placed
1,71,6,4,9,56.71,63.43,Not Placed
3,42,4,9,10,37.34,47.09,Not Placed
7,77,4,10,1,35.54,50.54,Not Placed
4,41,9,9,0,43.57,60.62,Not Placed
6,58,8,9,3,63.55,69.04,Not Placed
3,61,4,6,10,46.91,67.81,Not Placed
1,58,4,7,4,39.05,53.07,Not Placed
2,70,7,10,4,85.18,62.17,Not Placed
2,49,4,8,10,41.76,66.41,Not Placed
1,71,5,5,10,48.19,57.95,Not Placed
3,53,6,6,10,46.99,51.95,Not Placed
1,80,4,9,5,39.79,40.96,Not Placed
3,65,5,2,10,50.76,62.61,Not Placed
2,48,4,4,10,37.22,44.1,Not Placed
2,45,6,6,3,68.95,55.47,Not Placed
2,50,7,10,8,82.85,67.49,Not Placed
2,53,5,9,10,41.05,65.23,Not Placed
6,59,4,10,0,58.19,69.23,Not Placed
6,78,6,4,6,52.66,66.07,Not Placed
5,44,4,8,2,64.02,39.93,Not Placed
1,82,4,5,10,44.44,62.12,Not Placed
10,52,5,2,5,49.43,62.89,Not Placed
6,66,6,4,1,37.27,65.22,Not Placed
3,60,7,3,6,48.05,50.39,Not Placed
5,64,9,6,10,36.75,68.3,Not Placed
6,50,4,7,10,55.59,58.16,Not Placed
4,74,5,4,5,88.79,68.15,Not Placed
3,50,5,8,1,39.67,47.6,Not Placed
1,83,5,9,2,48.16,39.66,Not Placed
1,42,9,7,0,93.28,68.63,Not Placed
3,62,6,10,10,68.81,65.15,Not Placed
2,86,4,4,0,61.97,61.45,Not Placed
4,75,4,10,3,69.74,63.65,Not Placed
1,96,4,1,3,59.2,66.07,Not Placed
3,50,6,10,10,45.52,65.14,Not Placed
1,78,5,10,7,41.47,50.24,Not Placed
1,46,9,10,1,65.07,58.39,Not Placed
7,47,8,6,4,45.83,65.74,Not Placed
4,76,8,10,1,48.0,62.47,Not Placed
2,88,4,8,4,53.54,65.32,Not Placed
1,62,6,7,10,35.0,68.47,Not Placed
5,78,9,8,2,42.66,54.15,Not Placed
2,48,4,10,10,38.2,57.49,Not Placed
2,94,4,6,0,43.96,49.99,Not Placed
1,90,5,5,10,68.35,62.48,Not Placed
7,41,8,10,4,66.78,63.27,Not Placed
2,63,6,10,1,58.27,51.6,Not Placed
3,45,6,1,10,45.62,64.63,Not Placed
1,46,9,10,10,75.75,65.26,Not Placed
3,41,4,4,2,68.9,43.47,Not Placed
9,44,6,8,1,53.67,64.56,Not Placed
3,74,7,7,7,43.89,56.37,Not Placed
5,76,5,8,0,35.07,61.57,Not Placed
2,42,7,10,1,60.6,41.56,Not Placed
5,59,5,6,9,49.23,66.38,Not Placed
2,48,7,6,8,69.51,69.74,Not Placed
2,48,5,10,8,56.67,66.76,Not Placed
6,45,5,5,9,40.75,62.41,Not Placed
6,45,7,3,1,60.3,60.37,Not Placed
1,78,9,10,10,52.83,52.0,Not Placed
5,100,4,1,0,45.03,59.19,Not Placed
5,75,8,10,5,49.36,67.06,Not Placed
2,100,8,1,1,51.48,62.3,Not Placed
7,73,4,6,1,45.33,68.19,Not Placed
1,44,4,1,10,50.51,67.57,Not Placed
1,45,7,7,10,61.65,70.0,Not Placed
5,51,4,10,10,39.86,57.75,Not Placed
2,90,4,5,5,36.15,64.34,Not Placed
1,85,4,7,0,51.74,69.39,Not Placed
1,82,6,7,10,73.83,66.45,Not Placed
3,79,6,4,10,62.51,65.63,Not Placed
1,57,7,7,5,79.57,66.31,Not Placed
6,44,8,9,2,57.93,63.85,Not Placed
2,56,8,4,1,49.32,64.87,Not Placed
3,42,4,8,8,68.07,61.24,Not Placed
6,53,5,7,0,85.17,59.29,Not Placed
1,91,5,10,3,41.55,59.89,Not Placed
2,45,8,8,10,40.99,69.45,Not Placed
6,57,4,8,6,59.13,57.21,Not Placed
1,56,4,10,9,56.12,52.35,Not Placed
1,56,5,7,9,35.82,44.81,Not Placed
3,92,5,5,3,51.26,61.81,Not Placed
3,44,5,7,10,62.41,60.33,Not Placed
3,61,6,10,10,69.67,65.51,Not Placed
4,61,5,9,0,66.34,68.68,Not Placed
5,41,8,9,1,52.17,63.46,Not Placed
2,54,7,10,4,58.27,54.53,Not Placed
6,66,9,1,4,48.94,65.02,Not Placed
4,61,4,9,6,49.71,66.5,Not Placed
4,66,4,10,3,63.39,69.07,Not Placed
9,44,6,10,7,71.21,69.85,Not Placed
1,97,6,10,2,38.7,64.62,Not Placed
3,57,4,8,3,54.19,65.69,Not Placed
3,97,5,8,6,35.78,65.95,Not Placed
2,64,6,4,9,36.47,69.34,Not Placed
4,75,4,9,3,40.0,38.53,Not Placed
2,60,4,6,10,93.21,68.6,Not Placed
2,61,9,8,3,35.0,58.16,Not Placed
5,92,6,3,1,58.92,60.56,Not Placed
1,54,8,7,4,44.68,54.35,Not Placed
3,46,8,1,2,51.19,57.34,Not Placed
1,46,6,4,7,91.36,69.7,Not Placed
5,44,5,10,1,40.08,42.21,Not Placed
6,44,6,6,0,48.12,56.36,Not Placed
9,47,4,10,3,68.52,64.57,Not Placed
1,85,9,9,3,77.56,69.86,Not Placed
2,49,7,6,8,69.91,68.91,Not Placed
1,42,7,6,9,84.72,66.59,Not Placed
3,49,7,5,6,86.77,59.36,Not Placed
4,63,4,5,10,46.06,65.21,Not Placed
1,74,6,3,0,57.1,45.1,Not Placed
1,45,4,5,10,57.97,68.79,Not Placed
1,76,9,1,4,48.83,53.04,Not Placed
3,81,6,8,5,49.0,58.98,Not Placed
2,47,6,5,10,54.17,62.77,Not Placed
2,52,8,8,10,50.96,64.21,Not Placed
1,59,9,9,1,94.59,56.0,Not Placed
2,84,8,7,1,50.78,67.54,Not Placed
2,75,6,3,4,68.87,65.95,Not Placed
2,41,8,7,5,38.42,53.88,Not Placed
5,45,8,9,2,66.19,64.85,Not Placed
5,92,6,10,0,62.15,63.96,Not Placed
5,50,4,10,10,39.41,58.3,Not Placed
1,53,6,5,4,74.4,59.23,Not Placed
3,73,8,1,1,81.79,65.62,Not Placed
6,93,4,10,0,56.75,60.23,Not Placed
6,70,4,10,3,80.55,60.15,Not Placed
2,71,8,10,0,43.42,49.96,Not Placed
3,80,6,8,5,48.74,58.04,Not Placed
2,80,8,6,4,39.36,61.95,Not Placed
7,70,8,10,2,45.51,66.62,Not Placed
4,54,4,8,2,67.63,50.45,Not Placed
2,62,9,6,6,49.36,50.84,Not Placed
2,68,7,10,4,74.91,54.28,Not Placed
2,74,6,8,10,39.87,69.29,Not Placed
4,43,7,10,4,61.04,43.26,Not Placed
4,45,7,10,6,53.39,59.5,Not Placed
7,44,4,5,10,45.13,66.07,Not Placed
1,87,9,9,3,77.15,69.22,Not Placed
1,64,8,5,5,38.01,39.44,Not Placed
1,49,4,9,2,78.24,63.73,Not Placed
5,78,9,8,2,44.87,54.77,Not Placed
4,55,4,8,2,69.56,51.07,Not Placed
3,71,9,3,3,60.35,68.8,Not Placed
6,65,6,3,2,38.0,58.72,Not Placed
5,60,6,10,5,42.21,57.47,Not Placed
5,40,6,7,8,39.46,66.68,Not Placed
9,78,4,10,6,49.79,69.17,Not Placed
8,41,7,1,8,37.69,60.04,Not Placed
3,46,7,5,2,41.79,59.14,Not Placed
1,40,8,10,10,47.32,43.46,Not Placed
2,100,4,4,5,54.22,65.83,Not Placed
6,41,6,5,0,59.65,64.29,Not Placed
2,100,6,2,8,48.97,61.25,Not Placed
3,44,8,9,9,64.24,68.92,Not Placed
2,78,9,9,7,62.32,67.29,Not Placed
2,43,7,10,3,88.21,59.66,Not Placed
1,89,5,10,3,41.34,59.18,Not Placed
7,76,4,10,1,35.85,50.37,Not Placed
4,91,6,1,0,58.24,66.83,Not Placed
3,53,4,9,2,86.52,58.83,Not Placed
3,52,8,2,7,42.31,55.39,Not Placed
1,91,5,4,10,38.72,46.43,Not Placed
2,54,8,10,2,59.85,49.49,Not Placed
2,44,4,10,4,90.34,63.58,Not Placed
6,86,7,4,7,48.29,63.01,Not Placed
3,99,5,10,9,38.15,65.54,Not Placed
3,58,6,1,1,38.53,58.89,Not Placed
6,43,5,9,7,40.74,45.0,Not Placed
5,77,9,7,0,71.9,68.43,Not Placed
6,86,4,5,2,55.94,68.34,Not Placed
1,72,5,10,10,48.87,63.29,Not Placed
1,68,4,7,0,60.49,52.27,Not Placed
2,61,5,7,0,80.12,58.18,Not Placed
2,89,4,3,7,50.14,66.96,Not Placed
1,85,7,10,10,55.92,68.59,Not Placed
1,58,5,2,4,62.39,43.42,Not Placed
2,58,7,10,6,79.6,67.83,Not Placed
5,79,5,7,5,42.31,51.96,Not Placed
1,94,4,1,5,92.23,54.38,Not Placed
3,48,5,10,10,45.9,59.79,Not Placed
4,47,5,10,7,68.99,58.26,Not Placed
2,75,4,3,1,65.34,53.3,Not Placed
8,40,5,9,1,39.16,50.23,Not Placed
5,64,6,9,1,37.56,46.18,Not Placed
8,79,6,7,6,39.24,67.79,Not Placed
1,56,7,3,4,87.36,60.73,Not Placed
5,68,8,10,9,68.3,63.06,Not Placed
4,78,4,10,6,50.78,63.47,Not Placed
4,64,6,10,2,45.49,60.7,Not Placed
1,91,5,9,10,54.63,65.44,Not Placed
4,76,4,8,1,57.06,38.75,Not Placed
7,70,8,10,2,43.86,66.96,Not Placed
3,48,5,10,2,64.03,58.42,Not Placed
4,84,9,10,8,61.5,67.02,Not Placed
2,45,7,4,10,52.33,69.47,Not Placed
6,50,4,7,10,55.7,58.25,Not Placed
6,43,5,9,7,41.77,44.3,Not Placed
1,61,7,10,6,36.24,46.25,Not Placed
3,57,6,8,4,37.21,52.12,Not Placed
1,40,7,6,1,61.62,48.26,Not Placed
5,55,5,3,2,74.35,61.5,Not Placed
2,54,8,10,2,61.73,49.37,Not Placed
1,62,7,6,6,41.35,67.52,Not Placed
4,43,4,4,3,45.56,56.6,Not Placed
3,84,5,2,8,47.85,61.37,Not Placed
1,40,5,10,7,41.38,38.58,Not Placed
5,81,5,7,0,50.67,67.26,Not Placed
5,44,5,9,8,42.56,60.15,Not Placed
3,47,5,7,4,50.35,48.96,Not Placed
2,99,6,10,10,54.25,65.93,Not Placed
1,85,4,4,10,40.17,68.22,Not Placed
1,53,8,7,4,44.14,54.85,Not Placed
4,59,8,2,3,48.57,63.15,Not Placed
7,59,7,7,2,61.99,61.32,Not Placed
5,54,5,6,2,42.74,65.7,Not Placed
1,81,6,7,10,73.82,67.53,Not Placed
3,45,8,9,9,66.06,69.55,Not Placed
1,88,9,8,6,86.83,66.59,Not Placed
5,43,4,8,2,63.76,40.31,Not Placed
1,54,7,3,4,86.48,61.04,Not Placed
5,45,5,8,3,81.65,63.31,Not Placed
5,47,7,10,2,55.67,41.34,Not Placed
1,54,6,5,1,60.02,62.85,Not Placed
1,81,5,10,6,37.56,46.9,Not Placed
8,68,7,2,0,37.22,55.06,Not Placed
4,49,4,5,4,69.81,64.86,Not Placed
1,73,6,1,7,35.6,50.8,Not Placed
3,93,6,3,5,50.81,70.0,Not Placed
6,78,6,4,6,52.27,65.28,Not Placed
2,43,4,8,5,81.33,66.17,Not Placed
4,54,9,3,4,70.77,65.71,Not Placed
3,55,4,7,4,44.23,61.61,Not Placed
1,54,9,3,0,83.58,59.35,Not Placed
7,51,7,10,6,50.5,57.54,Not Placed
2,69,7,10,4,76.71,55.2,Not Placed
2,66,6,1,0,41.49,38.17,Not Placed
7,58,4,10,1,68.97,68.47,Not Placed
2,74,4,7,4,47.86,43.77,Not Placed
1,69,6,5,8,77.94,62.33,Not Placed
1,82,5,8,5,80.41,64.45,Not Placed
1,52,4,3,1,51.72,38.63,Not Placed
5,77,6,5,4,63.5,66.98,Not Placed
5,79,5,7,5,41.45,51.74,Not Placed
2,48,4,1,3,75.22,67.19,Not Placed
5,50,8,7,2,74.88,65.04,Not Placed
3,82,4,10,4,62.47,68.06,Not Placed
2,52,4,3,1,86.44,52.08,Not Placed
2,40,4,7,10,44.41,63.96,Not Placed
2,61,5,3,10,35.29,51.49,Not Placed
5,68,6,6,0,35.01,65.76,Not Placed
4,68,4,2,3,50.21,63.45,Not Placed
6,53,5,3,5,63.06,68.85,Not Placed
7,56,4,10,0,70.89,58.68,Not Placed
9,49,4,5,3,35.35,59.44,Not Placed
6,56,8,9,5,38.96,62.41,Not Placed
2,46,5,10,9,40.6,56.41,Not Placed
3,47,7,5,2,43.75,59.63,Not Placed
1,88,6,10,8,57.02,48.59,Not Placed
4,49,5,10,7,68.98,58.58,Not Placed
1,61,6,7,10,36.2,68.99,Not Placed
1,40,5,10,7,40.41,38.21,Not Placed
4,97,7,6,2,54.24,64.63,Not Placed
1,62,5,2,10,36.24,62.91,Not Placed
1,80,4,2,8,61.18,64.61,Not Placed
1,59,6,10,10,80.52,67.37,Not Placed
3,99,4,10,8,54.72,57.66,Not Placed
1,54,7,7,2,54.12,68.79,Not Placed
7,47,6,2,1,48.99,67.18,Not Placed
1,41,9,10,2,43.46,43.45,Not Placed
1,94,6,8,4,44.11,56.67,Not Placed
3,49,8,8,3,60.6,49.42,Not Placed
1,99,6,10,2,51.56,45.18,Not Placed
4,64,9,9,0,66.99,65.69,Not Placed
6,68,6,10,1,44.53,63.76,Not Placed
4,73,4,10,6,47.11,41.8,Not Placed
1,47,4,2,0,40.75,31.81,Not Placed
9,60,5,8,0,42.92,62.07,Not Placed
5,66,7,4,1,50.61,39.85,Not Placed
1,40,6,9,7,70.88,52.02,Not Placed
1,63,6,2,4,59.16,59.69,Not Placed
1,55,5,10,5,53.82,52.22,Not Placed
2,40,5,3,0,40.39,55.3,Not Placed
4,43,7,5,8,37.27,52.68,Not Placed
3,98,5,10,4,47.42,62.43,Not Placed
1,69,8,10,10,35.0,56.38,Not Placed
1,97,5,5,8,37.53,61.08,Not Placed
4,88,6,7,10,54.37,61.78,Not Placed
1,40,7,1,3,95.0,58.9,Not Placed
1,59,6,8,10,46.88,59.44,Not Placed
3,40,7,9,5,35.31,52.43,Not Placed
3,70,4,5,5,56.46,55.46,Not Placed
7,43,9,10,4,79.59,68.32,Not Placed
7,57,9,7,10,37.1,69.57,Not Placed
2,58,5,4,8,43.81,68.09,Not Placed
3,41,4,5,7,35.0,52.8,Not Placed
2,58,4,3,6,57.07,65.29,Not Placed
2,88,9,6,0,50.45,62.89,Not Placed
4,55,5,6,3,48.42,58.3,Not Placed
1,69,7,10,2,63.59,43.39,Not Placed
7,46,4,9,6,59.23,69.31,Not Placed
2,59,6,5,6,72.22,63.9,Not Placed
7,40,9,1,9,38.11,64.71,Not Placed
3,50,9,10,10,91.19,65.75,Not Placed
3,83,6,7,6,41.41,69.0,Not Placed
2,78,9,10,5,45.11,61.93,Not Placed
1,55,9,1,5,46.22,51.06,Not Placed
5,67,8,10,9,66.29,63.31,Not Placed
6,40,7,4,0,85.43,69.84,Not Placed
3,53,7,3,3,60.45,61.45,Not Placed
3,59,7,1,4,50.43,44.73,Not Placed
3,47,6,1,10,46.09,63.96,Not Placed
1,65,9,10,10,35.28,45.71,Not Placed
1,94,5,10,7,78.18,65.59,Not Placed
3,53,7,1,5,37.92,41.97,Not Placed
1,55,6,6,10,79.86,65.19,Not Placed
4,71,6,10,4,35.18,68.85,Not Placed
1,40,8,9,10,52.98,60.81,Not Placed
2,58,9,9,0,56.61,44.3,Not Placed
3,73,7,8,7,46.88,61.85,Not Placed
3,85,5,10,8,55.04,56.47,Not Placed
4,63,6,10,1,43.54,61.0,Not Placed
1,92,6,6,4,41.28,63.64,Not Placed
1,84,4,4,10,40.5,67.77,Not Placed
2,50,7,5,10,48.48,63.04,Not Placed
4,46,4,6,7,36.05,66.58,Not Placed
2,52,4,1,10,59.35,65.41,Not Placed
4,75,4,1,4,65.38,58.21,Not Placed
3,46,9,10,2,92.9,56.47,Not Placed
1,62,6,10,3,57.98,51.71,Not Placed
7,55,4,7,10,43.48,63.15,Not Placed
3,67,6,10,7,48.73,58.35,Not Placed
5,61,7,1,7,57.32,61.1,Not Placed
1,86,9,10,5,93.69,67.55,Not Placed
2,92,4,10,10,42.24,60.61,Not Placed
1,45,6,10,9,81.34,48.44,Not Placed
3,53,7,3,2,52.92,61.97,Not Placed
1,61,5,10,10,39.54,65.82,Not Placed
8,75,4,10,2,47.17,55.94,Not Placed
7,50,6,9,0,40.14,61.82,Not Placed
2,47,4,9,2,75.88,45.22,Not Placed
4,42,4,4,8,58.22,48.85,Not Placed
4,84,9,10,8,61.72,68.1,Not Placed
3,42,5,5,3,41.85,59.06,Not Placed
8,50,5,3,0,61.0,61.96,Not Placed
2,82,6,10,10,35.76,64.26,Not Placed
3,82,9,6,3,52.28,63.21,Not Placed
7,71,6,4,7,72.24,70.0,Not Placed
2,57,5,10,2,87.19,50.56,Not Placed
4,77,4,2,7,54.83,69.82,Not Placed
1,91,4,8,10,68.83,65.03,Not Placed
7,44,6,10,7,61.18,64.96,Not Placed
6,68,5,7,3,54.93,69.64,Not Placed
3,92,7,4,5,36.7,68.36,Not Placed
7,68,4,5,3,45.08,64.38,Not Placed
5,42,7,3,6,39.69,62.63,Not Placed
2,62,5,2,10,47.83,61.09,Not Placed
1,81,4,9,5,39.24,40.85,Not Placed
2,75,8,5,1,46.9,64.1,Not Placed
4,55,6,10,8,62.77,60.02,Not Placed
2,71,9,2,0,47.19,64.67,Not Placed
5,67,6,7,5,53.26,57.57,Not Placed
2,64,9,1,6,73.66,69.22,Not Placed
3,92,4,7,6,58.49,59.85,Not Placed
7,44,8,4,6,56.32,66.8,Not Placed
1,70,7,4,5,37.78,51.59,Not Placed
1,50,8,4,8,39.44,61.63,Not Placed
1,98,5,5,8,37.9,62.36,Not Placed
4,83,5,1,0,72.76,61.05,Not Placed
4,56,6,4,3,53.95,64.92,Not Placed
1,40,9,9,7,56.48,56.79,Not Placed
3,90,6,3,5,50.57,70.0,Not Placed
1,59,9,8,10,73.98,65.54,Not Placed
1,40,5,10,10,77.27,51.76,Not Placed
2,48,7,6,8,70.95,69.69,Not Placed
3,59,4,4,0,78.33,43.38,Not Placed
5,58,4,9,8,57.5,69.02,Not Placed
4,64,4,10,7,46.38,46.62,Not Placed
6,62,5,4,4,50.74,69.11,Not Placed
1,54,5,10,5,53.91,52.63,Not Placed
1,59,7,5,8,50.89,69.56,Not Placed
3,60,6,3,3,65.02,69.05,Not Placed
3,52,7,1,5,37.36,42.43,Not Placed
9,55,7,6,1,48.9,63.99,Not Placed
4,77,6,7,6,51.27,66.99,Not Placed
1,70,4,5,7,50.66,55.77,Not Placed
1,60,8,4,0,64.64,66.99,Not Placed
3,61,7,6,0,70.38,67.96,Not Placed
2,74,4,10,10,40.3,45.33,Not Placed
1,70,5,3,8,45.85,62.22,Not Placed
1,88,7,8,0,43.11,63.95,Not Placed
2,85,8,10,6,56.28,64.54,Not Placed
1,89,8,10,2,35.0,68.57,Not Placed
1,70,5,5,10,48.61,57.03,Not Placed
4,82,4,4,4,37.63,57.09,Not Placed
3,54,5,10,4,37.56,36.57,Not Placed
3,47,8,4,7,94.62,64.17,Not Placed
6,49,5,4,2,75.76,58.25,Not Placed
4,44,6,5,10,77.82,54.17,Not Placed
2,71,6,3,5,59.15,47.4,Not Placed
6,77,4,6,5,49.72,66.31,Not Placed
1,69,8,9,5,92.59,66.35,Not Placed
4,69,8,8,6,44.94,62.77,Not Placed
2,47,7,2,8,40.1,60.08,Not Placed
2,89,8,9,0,90.45,69.82,Not Placed
5,77,6,5,4,62.5,66.86,Not Placed
1,56,6,8,0,36.06,35.51,Not Placed
5,53,8,10,5,54.31,59.17,Not Placed
3,52,6,10,10,46.94,65.51,Not Placed
6,60,5,4,4,49.84,69.48,Not Placed
4,47,6,3,1,45.43,52.06,Not Placed
1,41,6,1,7,57.51,60.36,Not Placed
1,82,6,7,10,36.2,59.34,Not Placed
5,57,9,9,2,74.79,67.38,Not Placed
1,43,4,2,3,70.91,58.25,Not Placed
